Annotation	Gene	Input
MAPK signaling pathway	Rras	1
MAPK signaling pathway	Rras2	1
MAPK signaling pathway	Sos1	1
MAPK signaling pathway	Sos2	1
MAPK signaling pathway	Srf	1
MAPK signaling pathway	Stk3	1
MAPK signaling pathway	Stk4	1
MAPK signaling pathway	Stmn1	1
MAPK signaling pathway	Tab1	1
MAPK signaling pathway	Tab2	1
MAPK signaling pathway	Taok1	1
MAPK signaling pathway	Taok2	1
MAPK signaling pathway	Taok3	1
MAPK signaling pathway	Tgfb1	1
MAPK signaling pathway	Tgfb2	1
MAPK signaling pathway	Tgfb3	1
MAPK signaling pathway	Tgfbr1	1
MAPK signaling pathway	Tgfbr2	1
MAPK signaling pathway	Tnf	1
MAPK signaling pathway	Tnfrsf1a	1
MAPK signaling pathway	Traf2	1
MAPK signaling pathway	Traf6	1
MAPK signaling pathway	Trp53	1
MCM complex	Mcm2	1
MCM complex	Mcm3	1
MCM complex	Mcm4	1
MCM complex	Mcm5	1
MCM complex	Mcm6	1
MCM complex	Mcm7	1
Melanogenesis	a	1
Melanogenesis	Adcy1	1
Melanogenesis	Adcy2	1
Melanogenesis	Adcy3	1
Melanogenesis	Adcy4	1
Melanogenesis	Adcy5	1
Melanogenesis	Adcy6	1
Melanogenesis	Adcy7	1
Melanogenesis	Adcy8	1
Melanogenesis	Adcy9	1
Melanogenesis	Calm1	1
Melanogenesis	Calm2	1
Melanogenesis	Calm3	1
Melanogenesis	Calm4	1
Melanogenesis	Calm5	1
Melanogenesis	Calml3	1
Melanogenesis	Calml4	1
Melanogenesis	Camk2a	1
Melanogenesis	Camk2b	1
Melanogenesis	Camk2d	1
Melanogenesis	Camk2g	1
Melanogenesis	Creb1	1
Melanogenesis	Creb3	1
Melanogenesis	Creb3l1	1
Melanogenesis	Creb3l2	1
Melanogenesis	Creb3l3	1
Melanogenesis	Creb3l4	1
Melanogenesis	Crebbp	1
Melanogenesis	Ctnnb1	1
Melanogenesis	Dct	1
Melanogenesis	Dvl1	1
Melanogenesis	Dvl2	1
Melanogenesis	Dvl3	1
Melanogenesis	Edn1	1
Melanogenesis	Ednrb	1
Melanogenesis	Ep300	1
Melanogenesis	Fzd1	1
Melanogenesis	Fzd10	1
Melanogenesis	Fzd2	1
Melanogenesis	Fzd3	1
Melanogenesis	Fzd4	1
Melanogenesis	Fzd5	1
Melanogenesis	Fzd6	1
Melanogenesis	Fzd7	1
Melanogenesis	Fzd8	1
Melanogenesis	Fzd9	1
Melanogenesis	Gnai1	1
Melanogenesis	Gnai2	1
Melanogenesis	Gnai3	1
Melanogenesis	Gnao1	1
Melanogenesis	Gnaq	1
Melanogenesis	Gnas	1
Melanogenesis	Gsk3b	1
Melanogenesis	Hras	1
Melanogenesis	Kit	1
Melanogenesis	Kitl	1
Melanogenesis	Kras	1
Melanogenesis	Lef1	1
Melanogenesis	Map2k1	1
Melanogenesis	Map2k2	1
Melanogenesis	Mapk1	1
Melanogenesis	Mapk3	1
Melanogenesis	Mc1r	1
Melanogenesis	Mitf	1
Melanogenesis	Nras	1
Melanogenesis	Plcb1	1
Melanogenesis	Plcb2	1
Melanogenesis	Plcb3	1
Melanogenesis	Plcb4	1
Melanogenesis	Pomc	1
Melanogenesis	Prkaca	1
Melanogenesis	Prkacb	1
Melanogenesis	Prkca	1
Melanogenesis	Prkcb	1
Melanogenesis	Prkcg	1
Melanogenesis	Raf1	1
Melanogenesis	Tcf7	1
Melanogenesis	Tcf7l1	1
Melanogenesis	Tcf7l2	1
Melanogenesis	Tyr	1
Melanogenesis	Tyrp1	1
Melanogenesis	Wnt1	1
Melanogenesis	Wnt10a	1
Melanogenesis	Wnt10b	1
Melanogenesis	Wnt11	1
Melanogenesis	Wnt16	1
Melanogenesis	Wnt2	1
Melanogenesis	Wnt2b	1
Melanogenesis	Wnt3	1
Melanogenesis	Wnt3a	1
Melanogenesis	Wnt4	1
Melanogenesis	Wnt5a	1
Melanogenesis	Wnt5b	1
Melanogenesis	Wnt6	1
Melanogenesis	Wnt7a	1
Melanogenesis	Wnt7b	1
Melanogenesis	Wnt8a	1
Melanogenesis	Wnt8b	1
Melanogenesis	Wnt9a	1
Melanogenesis	Wnt9b	1
"Melatonin biosynthesis, tryptophan => serotonin => melatonin"	Aanat	1
"Melatonin biosynthesis, tryptophan => serotonin => melatonin"	Asmt	1
"Melatonin biosynthesis, tryptophan => serotonin => melatonin"	Ddc	1
"Melatonin biosynthesis, tryptophan => serotonin => melatonin"	Tph1	1
"Melatonin biosynthesis, tryptophan => serotonin => melatonin"	Tph2	1
Metabolic pathways	1700061G19Rik	1
Metabolic pathways	4930438A08Rik	1
Metabolic pathways	4933405O20Rik	1
Metabolic pathways	4933425L06Rik	1
Metabolic pathways	9130409I23Rik	1
Metabolic pathways	A4galt	1
Metabolic pathways	Aadat	1
Metabolic pathways	Aanat	1
Metabolic pathways	Aass	1
Metabolic pathways	Abat	1
Metabolic pathways	Abo	1
Metabolic pathways	Acaa1a	1
Metabolic pathways	Acaa1b	1
Metabolic pathways	Acaa2	1
Metabolic pathways	Acaca	1
Metabolic pathways	Acacb	1
Metabolic pathways	Acad8	1
Metabolic pathways	Acadl	1
Metabolic pathways	Acadm	1
Metabolic pathways	Acads	1
Metabolic pathways	Acadsb	1
Metabolic pathways	Acadvl	1
Metabolic pathways	Acat1	1
Metabolic pathways	Acat2	1
Metabolic pathways	Acer1	1
Metabolic pathways	Acer2	1
Metabolic pathways	Acly	1
Metabolic pathways	Acmsd	1
Metabolic pathways	Aco1	1
Metabolic pathways	Aco2	1
Metabolic pathways	Acot1	1
Metabolic pathways	Acot2	1
Metabolic pathways	Acot3	1
Metabolic pathways	Acot4	1
Metabolic pathways	Acot5	1
Metabolic pathways	Acot8	1
Metabolic pathways	Acox1	1
Metabolic pathways	Acox2	1
Metabolic pathways	Acox3	1
Metabolic pathways	Acp1	1
Metabolic pathways	Acp2	1
Metabolic pathways	Acp5	1
Metabolic pathways	Acsbg1	1
Metabolic pathways	Acsbg2	1
Metabolic pathways	Acsl1	1
Metabolic pathways	Acsl3	1
Metabolic pathways	Acsl4	1
Metabolic pathways	Acsl5	1
Metabolic pathways	Acsl6	1
Metabolic pathways	Acsm1	1
Metabolic pathways	Acsm2	1
Metabolic pathways	Acsm3	1
Metabolic pathways	Acsm4	1
Metabolic pathways	Acsm5	1
Metabolic pathways	Acss1	1
Metabolic pathways	Acss2	1
Metabolic pathways	Acss3	1
Metabolic pathways	Acy1	1
Metabolic pathways	Ada	1
Metabolic pathways	Adam29	1
Metabolic pathways	Adh1	1
Metabolic pathways	Adh4	1
Metabolic pathways	Adh5	1
Metabolic pathways	Adh7	1
Metabolic pathways	Adi1	1
Metabolic pathways	Adk	1
Metabolic pathways	Ado	1
Metabolic pathways	Adpgk	1
Metabolic pathways	Adsl	1
Metabolic pathways	Adss	1
Metabolic pathways	Adssl1	1
Metabolic pathways	Afmid	1
Metabolic pathways	Agk	1
Metabolic pathways	Agl	1
Metabolic pathways	Agmat	1
Metabolic pathways	Agpat1	1
Metabolic pathways	Agpat2	1
Metabolic pathways	Agpat3	1
Metabolic pathways	Agpat4	1
Metabolic pathways	Agpat5	1
Metabolic pathways	Agps	1
Metabolic pathways	Agxt	1
Metabolic pathways	Agxt2	1
Metabolic pathways	Ahcy	1
Metabolic pathways	Ahcyl1	1
Metabolic pathways	Ahcyl2	1
Metabolic pathways	Ak1	1
Metabolic pathways	Ak2	1
Metabolic pathways	Ak4	1
Metabolic pathways	Ak5	1
Metabolic pathways	Ak6	1
Metabolic pathways	Ak7	1
Metabolic pathways	Ak8	1
Metabolic pathways	Ak9	1
Metabolic pathways	Akp3	1
Metabolic pathways	Akr1a1	1
Metabolic pathways	Akr1b10	1
Metabolic pathways	Akr1b3	1
Metabolic pathways	Akr1b7	1
Metabolic pathways	Akr1b8	1
Metabolic pathways	Akr1d1	1
Metabolic pathways	Alad	1
Metabolic pathways	Alas1	1
Metabolic pathways	Alas2	1
Metabolic pathways	Aldh18a1	1
Metabolic pathways	Aldh1a1	1
Metabolic pathways	Aldh1a2	1
Metabolic pathways	Aldh1a3	1
Metabolic pathways	Aldh1a7	1
Metabolic pathways	Aldh1b1	1
Metabolic pathways	Aldh2	1
Metabolic pathways	Aldh3a1	1
Metabolic pathways	Aldh3a2	1
Metabolic pathways	Aldh3b1	1
Metabolic pathways	Aldh3b2	1
Metabolic pathways	Aldh3b3	1
Metabolic pathways	Aldh4a1	1
Metabolic pathways	Aldh5a1	1
Metabolic pathways	Aldh6a1	1
Metabolic pathways	Aldh7a1	1
Metabolic pathways	Aldh9a1	1
Metabolic pathways	Aldoa	1
Metabolic pathways	Aldoart1	1
Metabolic pathways	Aldob	1
Metabolic pathways	Aldoc	1
Metabolic pathways	Alg1	1
Metabolic pathways	Alg10b	1
Metabolic pathways	Alg11	1
Metabolic pathways	Alg12	1
Metabolic pathways	Alg13	1
Metabolic pathways	Alg14	1
Metabolic pathways	Alg2	1
Metabolic pathways	Alg3	1
Metabolic pathways	Alg5	1
Metabolic pathways	Alg6	1
Metabolic pathways	Alg8	1
Metabolic pathways	Alg9	1
Metabolic pathways	Allc	1
Metabolic pathways	Alox12	1
Metabolic pathways	Alox12b	1
Metabolic pathways	Alox12e	1
Metabolic pathways	Alox15	1
Metabolic pathways	Alox5	1
Metabolic pathways	Alox8	1
Metabolic pathways	Alpi	1
Metabolic pathways	Alpl	1
Metabolic pathways	Alppl2	1
Metabolic pathways	Amacr	1
Metabolic pathways	Amd1	1
Metabolic pathways	Amdhd1	1
Metabolic pathways	Ampd1	1
Metabolic pathways	Ampd2	1
Metabolic pathways	Ampd3	1
Metabolic pathways	Amt	1
Metabolic pathways	Amy1	1
Metabolic pathways	Amy2a2	1
Metabolic pathways	Amy2a3	1
Metabolic pathways	Amy2a4	1
Metabolic pathways	Amy2a5	1
Metabolic pathways	Anpep	1
Metabolic pathways	Aoc1	1
Metabolic pathways	Aoc2	1
Metabolic pathways	Aoc3	1
Metabolic pathways	Aox1	1
Metabolic pathways	Aox2	1
Metabolic pathways	Aox3	1
Metabolic pathways	Aox4	1
Metabolic pathways	Apip	1
Metabolic pathways	Aprt	1
Metabolic pathways	Arg1	1
Metabolic pathways	Arg2	1
Metabolic pathways	Arsb	1
Metabolic pathways	Art2a	1
Metabolic pathways	Art2b	1
Metabolic pathways	Asah1	1
Metabolic pathways	Asah2	1
Metabolic pathways	Asl	1
Metabolic pathways	Asmt	1
Metabolic pathways	Asns	1
Metabolic pathways	Aspa	1
Metabolic pathways	Ass1	1
Metabolic pathways	Atic	1
Metabolic pathways	Atp5a1	1
Metabolic pathways	Atp5b	1
Metabolic pathways	Atp5c1	1
Metabolic pathways	Atp5d	1
Metabolic pathways	Atp5e	1
Metabolic pathways	Atp5f1	1
Metabolic pathways	Atp5g1	1
Metabolic pathways	Atp5g2	1
Metabolic pathways	Atp5g3	1
Metabolic pathways	Atp5h	1
Metabolic pathways	Atp5j	1
Metabolic pathways	Atp5j2	1
Metabolic pathways	Atp5k	1
Metabolic pathways	Atp5l	1
Metabolic pathways	Atp5o	1
Metabolic pathways	ATP6	1
Metabolic pathways	Atp6ap1	1
Metabolic pathways	Atp6v0a1	1
Metabolic pathways	Atp6v0a2	1
Metabolic pathways	Atp6v0a4	1
Metabolic pathways	Atp6v0b	1
Metabolic pathways	Atp6v0c	1
Metabolic pathways	Atp6v0d1	1
Metabolic pathways	Atp6v0d2	1
Metabolic pathways	Atp6v0e	1
Metabolic pathways	Atp6v0e2	1
Metabolic pathways	Atp6v1a	1
Metabolic pathways	Atp6v1b1	1
Metabolic pathways	Atp6v1b2	1
Metabolic pathways	Atp6v1c1	1
Metabolic pathways	Atp6v1c2	1
Metabolic pathways	Atp6v1d	1
Metabolic pathways	Atp6v1e1	1
Metabolic pathways	Atp6v1e2	1
Metabolic pathways	Atp6v1f	1
Metabolic pathways	Atp6v1g1	1
Metabolic pathways	Atp6v1g2	1
Metabolic pathways	Atp6v1g3	1
Metabolic pathways	Atp6v1h	1
Metabolic pathways	ATP8	1
Metabolic pathways	Auh	1
Metabolic pathways	Azin2	1
Metabolic pathways	B3galnt1	1
Metabolic pathways	B3galnt2	1
Metabolic pathways	B3galt1	1
Metabolic pathways	B3galt2	1
Metabolic pathways	B3galt4	1
Metabolic pathways	B3galt5	1
Metabolic pathways	B3galt6	1
Metabolic pathways	B3gat1	1
Metabolic pathways	B3gat2	1
Metabolic pathways	B3gat3	1
Metabolic pathways	B3gnt2	1
Metabolic pathways	B3gnt3	1
Metabolic pathways	B3gnt4	1
Metabolic pathways	B3gnt5	1
Metabolic pathways	B3gnt6	1
Metabolic pathways	B4galnt1	1
Metabolic pathways	B4galnt3	1
Metabolic pathways	B4galnt4	1
Metabolic pathways	B4galt1	1
Metabolic pathways	B4galt2	1
Metabolic pathways	B4galt3	1
Metabolic pathways	B4galt4	1
Metabolic pathways	B4galt6	1
Metabolic pathways	B4galt7	1
Metabolic pathways	B4gat1	1
Metabolic pathways	Baat	1
Metabolic pathways	Bcat1	1
Metabolic pathways	Bcat2	1
Metabolic pathways	Bckdha	1
Metabolic pathways	Bckdhb	1
Metabolic pathways	Bco1	1
Metabolic pathways	Bdh1	1
Metabolic pathways	Bdh2	1
Metabolic pathways	Bhmt	1
Metabolic pathways	Bhmt2	1
Metabolic pathways	Blvra	1
Metabolic pathways	Blvrb	1
Metabolic pathways	Bpgm	1
Metabolic pathways	Bpnt1	1
Metabolic pathways	Bst1	1
Metabolic pathways	Btd	1
Metabolic pathways	C1galt1	1
Metabolic pathways	C1galt1c1	1
Metabolic pathways	Cad	1
Metabolic pathways	Cbr1	1
Metabolic pathways	Cbr2	1
Metabolic pathways	Cbr3	1
Metabolic pathways	Cbs	1
Metabolic pathways	Cd38	1
Metabolic pathways	Cda	1
Metabolic pathways	Cdipt	1
Metabolic pathways	Cdo1	1
Metabolic pathways	Cds1	1
Metabolic pathways	Cds2	1
Metabolic pathways	Cel	1
Metabolic pathways	Cept1	1
Metabolic pathways	Cers1	1
Metabolic pathways	Cers2	1
Metabolic pathways	Cers3	1
Metabolic pathways	Cers4	1
Metabolic pathways	Cers5	1
Metabolic pathways	Cers6	1
Metabolic pathways	Ces1c	1
Metabolic pathways	Ces1d	1
Metabolic pathways	Ces1e	1
Metabolic pathways	Chdh	1
Metabolic pathways	Chia1	1
Metabolic pathways	Chit1	1
Metabolic pathways	Chka	1
Metabolic pathways	Chkb	1
Metabolic pathways	Chpf	1
Metabolic pathways	Chpf2	1
Metabolic pathways	Chpt1	1
Metabolic pathways	Chst10	1
Metabolic pathways	Chst8	1
Metabolic pathways	Chst9	1
Metabolic pathways	Chsy1	1
Metabolic pathways	Chsy3	1
Metabolic pathways	Ckb	1
Metabolic pathways	Ckm	1
Metabolic pathways	Ckmt1	1
Metabolic pathways	Ckmt2	1
Metabolic pathways	Cmas	1
Metabolic pathways	Cmbl	1
Metabolic pathways	Cmpk1	1
Metabolic pathways	Cmpk2	1
Metabolic pathways	Cndp1	1
Metabolic pathways	Cndp2	1
Metabolic pathways	Coasy	1
Metabolic pathways	Comt	1
Metabolic pathways	Coq2	1
Metabolic pathways	Coq3	1
Metabolic pathways	Coq5	1
Metabolic pathways	Coq6	1
Metabolic pathways	Coq7	1
Metabolic pathways	COX1	1
Metabolic pathways	Cox10	1
Metabolic pathways	Cox11	1
Metabolic pathways	Cox15	1
Metabolic pathways	Cox17	1
Metabolic pathways	COX2	1
Metabolic pathways	COX3	1
Metabolic pathways	Cox4i1	1
Metabolic pathways	Cox4i2	1
Metabolic pathways	Cox5a	1
Metabolic pathways	Cox5b	1
Metabolic pathways	Cox6a1	1
Metabolic pathways	Cox6a2	1
Metabolic pathways	Cox6b1	1
Metabolic pathways	Cox6b2	1
Metabolic pathways	Cox6c	1
Metabolic pathways	Cox7b	1
Metabolic pathways	Cox7b2	1
Metabolic pathways	Cox7c	1
Metabolic pathways	Cox8a	1
Metabolic pathways	Cox8b	1
Metabolic pathways	Cox8c	1
Metabolic pathways	Cpox	1
Metabolic pathways	Cps1	1
Metabolic pathways	Crls1	1
Metabolic pathways	Crppa	1
Metabolic pathways	Cryl1	1
Metabolic pathways	Cs	1
Metabolic pathways	Csad	1
Metabolic pathways	Csgalnact1	1
Metabolic pathways	Csgalnact2	1
Metabolic pathways	Csl	1
Metabolic pathways	Cth	1
Metabolic pathways	Ctps	1
Metabolic pathways	Ctps2	1
Metabolic pathways	Cyc1	1
Metabolic pathways	Cycs	1
Metabolic pathways	Cyct	1
Metabolic pathways	Cyp11a1	1
Metabolic pathways	Cyp11b1	1
Metabolic pathways	Cyp11b2	1
Metabolic pathways	Cyp17a1	1
Metabolic pathways	Cyp19a1	1
Metabolic pathways	Cyp1a1	1
Metabolic pathways	Cyp1a2	1
Metabolic pathways	Cyp21a1	1
Metabolic pathways	Cyp24a1	1
Metabolic pathways	Cyp26a1	1
Metabolic pathways	Cyp26b1	1
Metabolic pathways	Cyp26c1	1
Metabolic pathways	Cyp27a1	1
Metabolic pathways	Cyp27b1	1
Metabolic pathways	Cyp2a12	1
Metabolic pathways	Cyp2a4	1
Metabolic pathways	Cyp2a5	1
Metabolic pathways	Cyp2b10	1
Metabolic pathways	Cyp2b13	1
Metabolic pathways	Cyp2b19	1
Metabolic pathways	Cyp2b23	1
Metabolic pathways	Cyp2b9	1
Metabolic pathways	Cyp2c23	1
Metabolic pathways	Cyp2c29	1
Metabolic pathways	Cyp2c37	1
Metabolic pathways	Cyp2c38	1
Metabolic pathways	Cyp2c39	1
Metabolic pathways	Cyp2c40	1
Metabolic pathways	Cyp2c50	1
Metabolic pathways	Cyp2c54	1
Metabolic pathways	Cyp2c55	1
Metabolic pathways	Cyp2c65	1
Metabolic pathways	Cyp2c66	1
Metabolic pathways	Cyp2c68	1
Metabolic pathways	Cyp2c70	1
Metabolic pathways	Cyp2e1	1
Metabolic pathways	Cyp2j11	1
Metabolic pathways	Cyp2j12	1
Metabolic pathways	Cyp2j13	1
Metabolic pathways	Cyp2j5	1
Metabolic pathways	Cyp2j6	1
Metabolic pathways	Cyp2j8	1
Metabolic pathways	Cyp2j9	1
Metabolic pathways	Cyp2r1	1
Metabolic pathways	Cyp2s1	1
Metabolic pathways	Cyp2u1	1
Metabolic pathways	Cyp3a11	1
Metabolic pathways	Cyp3a13	1
Metabolic pathways	Cyp3a16	1
Metabolic pathways	Cyp3a25	1
Metabolic pathways	Cyp3a41a	1
Metabolic pathways	Cyp3a41b	1
Metabolic pathways	Cyp3a44	1
Metabolic pathways	Cyp4a10	1
Metabolic pathways	Cyp4a12a	1
Metabolic pathways	Cyp4a12b	1
Metabolic pathways	Cyp4a14	1
Metabolic pathways	Cyp4a29	1
Metabolic pathways	Cyp4a30b	1
Metabolic pathways	Cyp4a31	1
Metabolic pathways	Cyp4a32	1
Metabolic pathways	Cyp4f13	1
Metabolic pathways	Cyp4f14	1
Metabolic pathways	Cyp4f18	1
Metabolic pathways	Cyp51	1
Metabolic pathways	Cyp7a1	1
Metabolic pathways	Cyp8b1	1
Metabolic pathways	CYTB	1
Metabolic pathways	Dad1	1
Metabolic pathways	Dao	1
Metabolic pathways	Dbh	1
Metabolic pathways	Dbt	1
Metabolic pathways	Dck	1
Metabolic pathways	Dct	1
Metabolic pathways	Dctd	1
Metabolic pathways	Dctpp1	1
Metabolic pathways	Dcxr	1
Metabolic pathways	Ddc	1
Metabolic pathways	Ddost	1
Metabolic pathways	Degs1	1
Metabolic pathways	Degs2	1
Metabolic pathways	Dgat1	1
Metabolic pathways	Dgat2	1
Metabolic pathways	Dgka	1
Metabolic pathways	Dgkb	1
Metabolic pathways	Dgkd	1
Metabolic pathways	Dgke	1
Metabolic pathways	Dgkg	1
Metabolic pathways	Dgkh	1
Metabolic pathways	Dgki	1
Metabolic pathways	Dgkk	1
Metabolic pathways	Dgkq	1
Metabolic pathways	Dgkz	1
Metabolic pathways	Dguok	1
Metabolic pathways	Dhcr24	1
Metabolic pathways	Dhcr7	1
Metabolic pathways	Dhfr	1
Metabolic pathways	Dhodh	1
Metabolic pathways	Dhrs3	1
Metabolic pathways	Dhrs4	1
Metabolic pathways	Dhrs9	1
Metabolic pathways	Dlat	1
Metabolic pathways	Dld	1
Metabolic pathways	Dlst	1
Metabolic pathways	Dmgdh	1
Metabolic pathways	Dnmt1	1
Metabolic pathways	Dnmt3a	1
Metabolic pathways	Dnmt3b	1
Metabolic pathways	Dolk	1
Metabolic pathways	Dpagt1	1
Metabolic pathways	Dpm1	1
Metabolic pathways	Dpm2	1
Metabolic pathways	Dpm3	1
Metabolic pathways	Dpyd	1
Metabolic pathways	Dpys	1
Metabolic pathways	Dse	1
Metabolic pathways	Dtymk	1
Metabolic pathways	Dut	1
Metabolic pathways	Ears2	1
Metabolic pathways	Ebp	1
Metabolic pathways	Echs1	1
Metabolic pathways	Ehhadh	1
Metabolic pathways	Eno1	1
Metabolic pathways	Eno1b	1
Metabolic pathways	Eno2	1
Metabolic pathways	Eno3	1
Metabolic pathways	Enoph1	1
Metabolic pathways	Enpp1	1
Metabolic pathways	Enpp3	1
Metabolic pathways	Enpp7	1
Metabolic pathways	Ephx2	1
Metabolic pathways	Eprs	1
Metabolic pathways	Etnk1	1
Metabolic pathways	Etnk2	1
Metabolic pathways	Etnppl	1
Metabolic pathways	Ext1	1
Metabolic pathways	Ext2	1
Metabolic pathways	Extl1	1
Metabolic pathways	Extl2	1
Metabolic pathways	Extl3	1
Metabolic pathways	Fah	1
Metabolic pathways	Fahd1	1
Metabolic pathways	Fasn	1
Metabolic pathways	Fbp1	1
Metabolic pathways	Fbp2	1
Metabolic pathways	Fcsk	1
Metabolic pathways	Fdft1	1
Metabolic pathways	Fdps	1
Metabolic pathways	Fech	1
Metabolic pathways	Fh1	1
Metabolic pathways	Fkrp	1
Metabolic pathways	Fktn	1
Metabolic pathways	Flad1	1
Metabolic pathways	Folh1	1
Metabolic pathways	Fpgs	1
Metabolic pathways	Fpgt	1
Metabolic pathways	Ftcd	1
Metabolic pathways	Fut1	1
Metabolic pathways	Fut2	1
Metabolic pathways	Fut4	1
Metabolic pathways	Fut7	1
Metabolic pathways	Fut8	1
Metabolic pathways	Fut9	1
Metabolic pathways	G6pc	1
Metabolic pathways	G6pc2	1
Metabolic pathways	G6pc3	1
Metabolic pathways	G6pd2	1
Metabolic pathways	G6pdx	1
Metabolic pathways	Gaa	1
Metabolic pathways	Gad1	1
Metabolic pathways	Gad2	1
Metabolic pathways	Gadl1	1
Metabolic pathways	Gal3st1	1
Metabolic pathways	Galc	1
Metabolic pathways	Gale	1
Metabolic pathways	Galk1	1
Metabolic pathways	Galm	1
Metabolic pathways	Galns	1
Metabolic pathways	Galnt1	1
Metabolic pathways	Galnt10	1
Metabolic pathways	Galnt11	1
Metabolic pathways	Galnt12	1
Metabolic pathways	Galnt13	1
Metabolic pathways	Galnt14	1
Metabolic pathways	Galnt15	1
Metabolic pathways	Galnt16	1
Metabolic pathways	Galnt17	1
Metabolic pathways	Galnt18	1
Metabolic pathways	Galnt2	1
Metabolic pathways	Galnt3	1
Metabolic pathways	Galnt4	1
Metabolic pathways	Galnt5	1
Metabolic pathways	Galnt6	1
Metabolic pathways	Galnt7	1
Metabolic pathways	Galntl5	1
Metabolic pathways	Galntl6	1
Metabolic pathways	Galt	1
Metabolic pathways	Gamt	1
Metabolic pathways	Ganab	1
Metabolic pathways	Ganc	1
Metabolic pathways	Gapdh	1
Metabolic pathways	Gapdh-ps15	1
Metabolic pathways	Gapdhs	1
Metabolic pathways	Gart	1
Metabolic pathways	Gatb	1
Metabolic pathways	Gatc	1
Metabolic pathways	Gatm	1
Metabolic pathways	Gba	1
Metabolic pathways	Gba2	1
Metabolic pathways	Gbe1	1
Metabolic pathways	Gbgt1	1
Metabolic pathways	Gcdh	1
Metabolic pathways	Gch1	1
Metabolic pathways	Gck	1
Metabolic pathways	Gclc	1
Metabolic pathways	Gclm	1
Metabolic pathways	Gcnt1	1
Metabolic pathways	Gcnt2	1
Metabolic pathways	Gcnt3	1
Metabolic pathways	Gcnt4	1
Metabolic pathways	Gcsh	1
Metabolic pathways	Gda	1
Metabolic pathways	Gfpt1	1
Metabolic pathways	Gfpt2	1
Metabolic pathways	Ggps1	1
Metabolic pathways	Ggt1	1
Metabolic pathways	Ggt5	1
Metabolic pathways	Ggt6	1
Metabolic pathways	Ggt7	1
Metabolic pathways	Gk	1
Metabolic pathways	Gk2	1
Metabolic pathways	Glb1	1
Metabolic pathways	Glce	1
Metabolic pathways	Gldc	1
Metabolic pathways	Gls	1
Metabolic pathways	Gls2	1
Metabolic pathways	Glt28d2	1
Metabolic pathways	Glud1	1
Metabolic pathways	Glul	1
Metabolic pathways	Glyctk	1
Metabolic pathways	Gm10681	1
Metabolic pathways	Gm34653	1
Metabolic pathways	Gm38481	1
Metabolic pathways	Gm4737	1
Metabolic pathways	Gm853	1
Metabolic pathways	Gmds	1
Metabolic pathways	Gmppa	1
Metabolic pathways	Gmppb	1
Metabolic pathways	Gmps	1
Metabolic pathways	Gne	1
Metabolic pathways	Gnpda1	1
Metabolic pathways	Gnpda2	1
Metabolic pathways	Gns	1
Metabolic pathways	Got1	1
Metabolic pathways	Got2	1
Metabolic pathways	Gpaa1	1
Metabolic pathways	Gpam	1
Metabolic pathways	Gpat2	1
Metabolic pathways	Gpat3	1
Metabolic pathways	Gpat4	1
Metabolic pathways	Gphn	1
Metabolic pathways	Gpi1	1
Metabolic pathways	Gpt	1
Metabolic pathways	Gpt2	1
Metabolic pathways	Grhpr	1
Metabolic pathways	Gss	1
Metabolic pathways	Gstz1	1
Metabolic pathways	Guk1	1
Metabolic pathways	Gulo	1
Metabolic pathways	Gusb	1
Metabolic pathways	Gyg	1
Metabolic pathways	Gys1	1
Metabolic pathways	Gys2	1
Metabolic pathways	H2-Ke6	1
Metabolic pathways	H6pd	1
Metabolic pathways	Haao	1
Metabolic pathways	Hadh	1
Metabolic pathways	Hadha	1
Metabolic pathways	Hadhb	1
Metabolic pathways	Hal	1
Metabolic pathways	Hao1	1
Metabolic pathways	Hao2	1
Metabolic pathways	Hdc	1
Metabolic pathways	Hexa	1
Metabolic pathways	Hexb	1
Metabolic pathways	Hexdc	1
Metabolic pathways	Hgd	1
Metabolic pathways	Hgsnat	1
Metabolic pathways	Hibadh	1
Metabolic pathways	Hibch	1
Metabolic pathways	Hk1	1
Metabolic pathways	Hk2	1
Metabolic pathways	Hk3	1
Metabolic pathways	Hkdc1	1
Metabolic pathways	Hlcs	1
Metabolic pathways	Hmbs	1
Metabolic pathways	Hmgcl	1
Metabolic pathways	Hmgcll1	1
Metabolic pathways	Hmgcr	1
Metabolic pathways	Hmgcs1	1
Metabolic pathways	Hmgcs2	1
Metabolic pathways	Hmox1	1
Metabolic pathways	Hmox2	1
Metabolic pathways	Hoga1	1
Metabolic pathways	Hpd	1
Metabolic pathways	Hpgds	1
Metabolic pathways	Hprt	1
Metabolic pathways	Hpse	1
Metabolic pathways	Hpse2	1
Metabolic pathways	Hsd11b1	1
Metabolic pathways	Hsd17b1	1
Metabolic pathways	Hsd17b10	1
Metabolic pathways	Hsd17b12	1
Metabolic pathways	Hsd17b2	1
Metabolic pathways	Hsd17b3	1
Metabolic pathways	Hsd17b4	1
Metabolic pathways	Hsd17b6	1
Metabolic pathways	Hsd17b7	1
Metabolic pathways	Hsd3b1	1
Metabolic pathways	Hsd3b2	1
Metabolic pathways	Hsd3b4	1
Metabolic pathways	Hsd3b5	1
Metabolic pathways	Hsd3b6	1
Metabolic pathways	Hsd3b7	1
Metabolic pathways	Hyal1	1
Metabolic pathways	Hyal2	1
Metabolic pathways	Hyal3	1
Metabolic pathways	Hyal4	1
Metabolic pathways	Hyal5	1
