Annotation	Gene	Input
Metabolic pathways	Hyal6	1
Metabolic pathways	Hyi	1
Metabolic pathways	Hykk	1
Metabolic pathways	Idh1	1
Metabolic pathways	Idh2	1
Metabolic pathways	Idh3a	1
Metabolic pathways	Idh3b	1
Metabolic pathways	Idh3g	1
Metabolic pathways	Idi1	1
Metabolic pathways	Idi2	1
Metabolic pathways	Idnk	1
Metabolic pathways	Ido1	1
Metabolic pathways	Ido2	1
Metabolic pathways	Ids	1
Metabolic pathways	Idua	1
Metabolic pathways	Il4i1	1
Metabolic pathways	Il4i1b	1
Metabolic pathways	Impa1	1
Metabolic pathways	Impa2	1
Metabolic pathways	Impad1	1
Metabolic pathways	Impdh1	1
Metabolic pathways	Impdh2	1
Metabolic pathways	Inpp1	1
Metabolic pathways	Inpp4a	1
Metabolic pathways	Inpp4b	1
Metabolic pathways	Inpp5a	1
Metabolic pathways	Inpp5b	1
Metabolic pathways	Inpp5e	1
Metabolic pathways	Inpp5j	1
Metabolic pathways	Inpp5k	1
Metabolic pathways	Ipmk	1
Metabolic pathways	Ippk	1
Metabolic pathways	Isyna1	1
Metabolic pathways	Itpa	1
Metabolic pathways	Itpk1	1
Metabolic pathways	Itpka	1
Metabolic pathways	Itpkb	1
Metabolic pathways	Itpkc	1
Metabolic pathways	Ivd	1
Metabolic pathways	Kdsr	1
Metabolic pathways	Khk	1
Metabolic pathways	Kl	1
Metabolic pathways	Kmo	1
Metabolic pathways	Kyat1	1
Metabolic pathways	Kyat3	1
Metabolic pathways	Kynu	1
Metabolic pathways	Lalba	1
Metabolic pathways	Lama3	1
Metabolic pathways	Lama5	1
Metabolic pathways	Lao1	1
Metabolic pathways	Lap3	1
Metabolic pathways	Large1	1
Metabolic pathways	Large2	1
Metabolic pathways	Lclat1	1
Metabolic pathways	Lct	1
Metabolic pathways	Ldha	1
Metabolic pathways	Ldhal6b	1
Metabolic pathways	Ldhb	1
Metabolic pathways	Ldhc	1
Metabolic pathways	Lias	1
Metabolic pathways	Lipc	1
Metabolic pathways	Lipf	1
Metabolic pathways	Lipg	1
Metabolic pathways	Lipt1	1
Metabolic pathways	Lipt2	1
Metabolic pathways	LOC100862456	1
Metabolic pathways	LOC102641086	1
Metabolic pathways	Lpcat1	1
Metabolic pathways	Lpcat2	1
Metabolic pathways	Lpcat4	1
Metabolic pathways	Lpin1	1
Metabolic pathways	Lpin2	1
Metabolic pathways	Lpin3	1
Metabolic pathways	Lss	1
Metabolic pathways	Lta4h	1
Metabolic pathways	Ltc4s	1
Metabolic pathways	Man1a	1
Metabolic pathways	Man1a2	1
Metabolic pathways	Man1b1	1
Metabolic pathways	Man1c1	1
Metabolic pathways	Man2a1	1
Metabolic pathways	Man2a2	1
Metabolic pathways	Maoa	1
Metabolic pathways	Maob	1
Metabolic pathways	Mat1a	1
Metabolic pathways	Mat2a	1
Metabolic pathways	Mat2b	1
Metabolic pathways	Mboat1	1
Metabolic pathways	Mboat2	1
Metabolic pathways	Mcat	1
Metabolic pathways	Mccc1	1
Metabolic pathways	Mccc2	1
Metabolic pathways	Mcee	1
Metabolic pathways	Mdh1	1
Metabolic pathways	Mdh2	1
Metabolic pathways	Me1	1
Metabolic pathways	Me3	1
Metabolic pathways	Mecr	1
Metabolic pathways	Mgam	1
Metabolic pathways	Mgat1	1
Metabolic pathways	Mgat2	1
Metabolic pathways	Mgat3	1
Metabolic pathways	Mgat4a	1
Metabolic pathways	Mgat4b	1
Metabolic pathways	Mgat4c	1
Metabolic pathways	Mgat4d	1
Metabolic pathways	Mgat5	1
Metabolic pathways	Mgat5b	1
Metabolic pathways	Mgll	1
Metabolic pathways	Minpp1	1
Metabolic pathways	Mlycd	1
Metabolic pathways	Mmab	1
Metabolic pathways	Mmut	1
Metabolic pathways	Mocs1	1
Metabolic pathways	Mocs2	1
Metabolic pathways	Mogs	1
Metabolic pathways	Mpi	1
Metabolic pathways	Mpst	1
Metabolic pathways	Mri1	1
Metabolic pathways	Msmo1	1
Metabolic pathways	Mtap	1
Metabolic pathways	Mthfd1	1
Metabolic pathways	Mthfd1l	1
Metabolic pathways	Mthfd2	1
Metabolic pathways	Mthfd2l	1
Metabolic pathways	Mthfr	1
Metabolic pathways	Mthfs	1
Metabolic pathways	Mthfsl	1
Metabolic pathways	Mtm1	1
Metabolic pathways	Mtmr1	1
Metabolic pathways	Mtmr14	1
Metabolic pathways	Mtmr2	1
Metabolic pathways	Mtmr3	1
Metabolic pathways	Mtmr4	1
Metabolic pathways	Mtmr6	1
Metabolic pathways	Mtmr7	1
Metabolic pathways	Mtr	1
Metabolic pathways	Mvd	1
Metabolic pathways	Mvk	1
Metabolic pathways	Nadk	1
Metabolic pathways	Nadk2	1
Metabolic pathways	Nadsyn1	1
Metabolic pathways	Nagk	1
Metabolic pathways	Naglu	1
Metabolic pathways	Nags	1
Metabolic pathways	Nampt	1
Metabolic pathways	Nanp	1
Metabolic pathways	Nans	1
Metabolic pathways	Naprt	1
Metabolic pathways	Nat1	1
Metabolic pathways	Nat2	1
Metabolic pathways	Nat3	1
Metabolic pathways	Nat8l	1
Metabolic pathways	ND1	1
Metabolic pathways	ND2	1
Metabolic pathways	ND3	1
Metabolic pathways	ND4	1
Metabolic pathways	ND4L	1
Metabolic pathways	ND5	1
Metabolic pathways	ND6	1
Metabolic pathways	Ndst1	1
Metabolic pathways	Ndst2	1
Metabolic pathways	Ndst3	1
Metabolic pathways	Ndst4	1
Metabolic pathways	Ndufa1	1
Metabolic pathways	Ndufa10	1
Metabolic pathways	Ndufa11	1
Metabolic pathways	Ndufa11b	1
Metabolic pathways	Ndufa12	1
Metabolic pathways	Ndufa13	1
Metabolic pathways	Ndufa2	1
Metabolic pathways	Ndufa3	1
Metabolic pathways	Ndufa4	1
Metabolic pathways	Ndufa4l2	1
Metabolic pathways	Ndufa5	1
Metabolic pathways	Ndufa6	1
Metabolic pathways	Ndufa7	1
Metabolic pathways	Ndufa8	1
Metabolic pathways	Ndufa9	1
Metabolic pathways	Ndufab1	1
Metabolic pathways	Ndufb10	1
Metabolic pathways	Ndufb11	1
Metabolic pathways	Ndufb2	1
Metabolic pathways	Ndufb3	1
Metabolic pathways	Ndufb4	1
Metabolic pathways	Ndufb4b	1
Metabolic pathways	Ndufb4c	1
Metabolic pathways	Ndufb5	1
Metabolic pathways	Ndufb6	1
Metabolic pathways	Ndufb7	1
Metabolic pathways	Ndufb8	1
Metabolic pathways	Ndufb9	1
Metabolic pathways	Ndufc1	1
Metabolic pathways	Ndufc2	1
Metabolic pathways	Ndufs1	1
Metabolic pathways	Ndufs2	1
Metabolic pathways	Ndufs3	1
Metabolic pathways	Ndufs4	1
Metabolic pathways	Ndufs5	1
Metabolic pathways	Ndufs6	1
Metabolic pathways	Ndufs7	1
Metabolic pathways	Ndufs8	1
Metabolic pathways	Ndufv1	1
Metabolic pathways	Ndufv2	1
Metabolic pathways	Ndufv3	1
Metabolic pathways	Nfs1	1
Metabolic pathways	Nme1	1
Metabolic pathways	Nme2	1
Metabolic pathways	Nme3	1
Metabolic pathways	Nme4	1
Metabolic pathways	Nme6	1
Metabolic pathways	Nme7	1
Metabolic pathways	Nmnat1	1
Metabolic pathways	Nmnat2	1
Metabolic pathways	Nmnat3	1
Metabolic pathways	Nmrk1	1
Metabolic pathways	Nmrk2	1
Metabolic pathways	Nnmt	1
Metabolic pathways	Nnt	1
Metabolic pathways	Nos1	1
Metabolic pathways	Nos2	1
Metabolic pathways	Nos3	1
Metabolic pathways	Nsdhl	1
Metabolic pathways	Nt5c	1
Metabolic pathways	Nt5c1a	1
Metabolic pathways	Nt5c1b	1
Metabolic pathways	Nt5c2	1
Metabolic pathways	Nt5c3	1
Metabolic pathways	Nt5c3b	1
Metabolic pathways	Nt5e	1
Metabolic pathways	Nt5m	1
Metabolic pathways	Ntpcr	1
Metabolic pathways	Nudt12	1
Metabolic pathways	Oat	1
Metabolic pathways	Ocrl	1
Metabolic pathways	Odc1	1
Metabolic pathways	Ogdh	1
Metabolic pathways	Ogdhl	1
Metabolic pathways	Olah	1
Metabolic pathways	Otc	1
Metabolic pathways	Oxsm	1
Metabolic pathways	P4ha1	1
Metabolic pathways	P4ha2	1
Metabolic pathways	P4ha3	1
Metabolic pathways	Pafah1b1	1
Metabolic pathways	Pafah1b2	1
Metabolic pathways	Pafah1b3	1
Metabolic pathways	Pafah2	1
Metabolic pathways	Pah	1
Metabolic pathways	Paics	1
Metabolic pathways	Pank1	1
Metabolic pathways	Pank2	1
Metabolic pathways	Pank3	1
Metabolic pathways	Pank4	1
Metabolic pathways	Papss1	1
Metabolic pathways	Papss2	1
Metabolic pathways	Pcca	1
Metabolic pathways	Pccb	1
Metabolic pathways	Pck1	1
Metabolic pathways	Pck2	1
Metabolic pathways	Pcx	1
Metabolic pathways	Pcyt1a	1
Metabolic pathways	Pcyt1b	1
Metabolic pathways	Pcyt2	1
Metabolic pathways	Pdha1	1
Metabolic pathways	Pdha2	1
Metabolic pathways	Pdhb	1
Metabolic pathways	Pdhx	1
Metabolic pathways	Pdxk	1
Metabolic pathways	Pdxp	1
Metabolic pathways	Pemt	1
Metabolic pathways	Pfas	1
Metabolic pathways	Pfkl	1
Metabolic pathways	Pfkm	1
Metabolic pathways	Pfkp	1
Metabolic pathways	Pgam1	1
Metabolic pathways	Pgam2	1
Metabolic pathways	Pgap1	1
Metabolic pathways	Pgd	1
Metabolic pathways	Pgk1	1
Metabolic pathways	Pgk2	1
Metabolic pathways	Pgls	1
Metabolic pathways	Pgm1	1
Metabolic pathways	Pgm2	1
Metabolic pathways	Pgm3	1
Metabolic pathways	Pgp	1
Metabolic pathways	Pgs1	1
Metabolic pathways	Phgdh	1
Metabolic pathways	Phospho1	1
Metabolic pathways	Phospho2	1
Metabolic pathways	Phykpl	1
Metabolic pathways	Pi4k2a	1
Metabolic pathways	Pi4k2b	1
Metabolic pathways	Pi4ka	1
Metabolic pathways	Pi4kb	1
Metabolic pathways	Piga	1
Metabolic pathways	Pigb	1
Metabolic pathways	Pigc	1
Metabolic pathways	Pigf	1
Metabolic pathways	Pigh	1
Metabolic pathways	Pigk	1
Metabolic pathways	Pigl	1
Metabolic pathways	Pigm	1
Metabolic pathways	Pign	1
Metabolic pathways	Pigo	1
Metabolic pathways	Pigp	1
Metabolic pathways	Pigq	1
Metabolic pathways	Pigs	1
Metabolic pathways	Pigt	1
Metabolic pathways	Pigu	1
Metabolic pathways	Pigv	1
Metabolic pathways	Pigw	1
Metabolic pathways	Pigx	1
Metabolic pathways	Pigyl	1
Metabolic pathways	Pik3c2a	1
Metabolic pathways	Pik3c2b	1
Metabolic pathways	Pik3c2g	1
Metabolic pathways	Pik3c3	1
Metabolic pathways	Pip5k1a	1
Metabolic pathways	Pip5k1b	1
Metabolic pathways	Pip5k1c	1
Metabolic pathways	Pip5kl1	1
Metabolic pathways	Pipox	1
Metabolic pathways	Pisd	1
Metabolic pathways	Pklr	1
Metabolic pathways	Pkm	1
Metabolic pathways	Pla2g10	1
Metabolic pathways	Pla2g12a	1
Metabolic pathways	Pla2g12b	1
Metabolic pathways	Pla2g1b	1
Metabolic pathways	Pla2g2a	1
Metabolic pathways	Pla2g2c	1
Metabolic pathways	Pla2g2d	1
Metabolic pathways	Pla2g2e	1
Metabolic pathways	Pla2g2f	1
Metabolic pathways	Pla2g3	1
Metabolic pathways	Pla2g4a	1
Metabolic pathways	Pla2g4b	1
Metabolic pathways	Pla2g4c	1
Metabolic pathways	Pla2g4d	1
Metabolic pathways	Pla2g4e	1
Metabolic pathways	Pla2g4f	1
Metabolic pathways	Pla2g5	1
Metabolic pathways	Pla2g6	1
Metabolic pathways	Pla2g7	1
Metabolic pathways	Plaat3	1
Metabolic pathways	Plb1	1
Metabolic pathways	Plcb1	1
Metabolic pathways	Plcb2	1
Metabolic pathways	Plcb3	1
Metabolic pathways	Plcb4	1
Metabolic pathways	Plcd1	1
Metabolic pathways	Plcd3	1
Metabolic pathways	Plcd4	1
Metabolic pathways	Plce1	1
Metabolic pathways	Plcg1	1
Metabolic pathways	Plcg2	1
Metabolic pathways	Plch1	1
Metabolic pathways	Plch2	1
Metabolic pathways	Plcz1	1
Metabolic pathways	Pld1	1
Metabolic pathways	Pld2	1
Metabolic pathways	Pld3	1
Metabolic pathways	Pld4	1
Metabolic pathways	Plpp1	1
Metabolic pathways	Plpp2	1
Metabolic pathways	Plpp3	1
Metabolic pathways	Pmm1	1
Metabolic pathways	Pmm2	1
Metabolic pathways	Pmvk	1
Metabolic pathways	Pnlip	1
Metabolic pathways	Pnliprp1	1
Metabolic pathways	Pnliprp2	1
Metabolic pathways	Pnmt	1
Metabolic pathways	Pnp	1
Metabolic pathways	Pnp2	1
Metabolic pathways	Pnpla2	1
Metabolic pathways	Pnpla3	1
Metabolic pathways	Pnpo	1
Metabolic pathways	Pola1	1
Metabolic pathways	Pola2	1
Metabolic pathways	Pold1	1
Metabolic pathways	Pold2	1
Metabolic pathways	Pold3	1
Metabolic pathways	Pold4	1
Metabolic pathways	Pole	1
Metabolic pathways	Pole2	1
Metabolic pathways	Pole3	1
Metabolic pathways	Pole4	1
Metabolic pathways	Polg	1
Metabolic pathways	Polg2	1
Metabolic pathways	Polr1a	1
Metabolic pathways	Polr1b	1
Metabolic pathways	Polr1c	1
Metabolic pathways	Polr1d	1
Metabolic pathways	Polr1e	1
Metabolic pathways	Polr2a	1
Metabolic pathways	Polr2b	1
Metabolic pathways	Polr2c	1
Metabolic pathways	Polr2d	1
Metabolic pathways	Polr2e	1
Metabolic pathways	Polr2f	1
Metabolic pathways	Polr2g	1
Metabolic pathways	Polr2h	1
Metabolic pathways	Polr2i	1
Metabolic pathways	Polr2j	1
Metabolic pathways	Polr2l	1
Metabolic pathways	Polr3a	1
Metabolic pathways	Polr3b	1
Metabolic pathways	Polr3c	1
Metabolic pathways	Polr3d	1
Metabolic pathways	Polr3f	1
Metabolic pathways	Polr3g	1
Metabolic pathways	Polr3gl	1
Metabolic pathways	Polr3h	1
Metabolic pathways	Polr3k	1
Metabolic pathways	Pomgnt1	1
Metabolic pathways	Pomgnt2	1
Metabolic pathways	Pomk	1
Metabolic pathways	Pomt1	1
Metabolic pathways	Pomt2	1
Metabolic pathways	Pon1	1
Metabolic pathways	Pon2	1
Metabolic pathways	Pon3	1
Metabolic pathways	Ppat	1
Metabolic pathways	Ppcdc	1
Metabolic pathways	Ppcs	1
Metabolic pathways	Ppox	1
Metabolic pathways	Ppt1	1
Metabolic pathways	Ppt2	1
Metabolic pathways	Prdx6	1
Metabolic pathways	Prim1	1
Metabolic pathways	Prim2	1
Metabolic pathways	Prodh	1
Metabolic pathways	Prodh2	1
Metabolic pathways	Prps1	1
Metabolic pathways	Prps1l1	1
Metabolic pathways	Prps1l3	1
Metabolic pathways	Prps2	1
Metabolic pathways	Prxl2b	1
Metabolic pathways	Psat1	1
Metabolic pathways	Psph	1
Metabolic pathways	Ptdss1	1
Metabolic pathways	Ptdss2	1
Metabolic pathways	Ptgds	1
Metabolic pathways	Ptges	1
Metabolic pathways	Ptges2	1
Metabolic pathways	Ptges3	1
Metabolic pathways	Ptgis	1
Metabolic pathways	Ptgs1	1
Metabolic pathways	Ptgs2	1
Metabolic pathways	Pts	1
Metabolic pathways	Pycr1	1
Metabolic pathways	Pycr2	1
Metabolic pathways	Pycrl	1
Metabolic pathways	Pygb	1
Metabolic pathways	Pygl	1
Metabolic pathways	Pygm	1
Metabolic pathways	Qars	1
Metabolic pathways	Qdpr	1
Metabolic pathways	Qprt	1
Metabolic pathways	Qrsl1	1
Metabolic pathways	Rdh10	1
Metabolic pathways	Rdh11	1
Metabolic pathways	Rdh12	1
Metabolic pathways	Rdh16	1
Metabolic pathways	Rdh8	1
Metabolic pathways	Rdh9	1
Metabolic pathways	Rev3l	1
Metabolic pathways	Rfk	1
Metabolic pathways	Rgn	1
Metabolic pathways	Rimkla	1
Metabolic pathways	Rimklb	1
Metabolic pathways	Rpe	1
Metabolic pathways	Rpia	1
Metabolic pathways	Rpn1	1
Metabolic pathways	Rpn2	1
Metabolic pathways	Rrm1	1
Metabolic pathways	Rrm2	1
Metabolic pathways	Rrm2b	1
Metabolic pathways	Rxylt1	1
Metabolic pathways	Sardh	1
Metabolic pathways	Sat1	1
Metabolic pathways	Sat2	1
Metabolic pathways	Sc5d	1
Metabolic pathways	Scly	1
Metabolic pathways	Scp2	1
Metabolic pathways	Sdha	1
Metabolic pathways	Sdhb	1
Metabolic pathways	Sdhc	1
Metabolic pathways	Sdhd	1
Metabolic pathways	Sds	1
Metabolic pathways	Sdsl	1
Metabolic pathways	Sec1	1
Metabolic pathways	Selenoi	1
Metabolic pathways	Sephs1	1
Metabolic pathways	Sephs2	1
Metabolic pathways	Sgms1	1
Metabolic pathways	Sgms2	1
Metabolic pathways	Sgpl1	1
Metabolic pathways	Sgsh	1
Metabolic pathways	Shmt1	1
Metabolic pathways	Shmt2	1
Metabolic pathways	Sis	1
Metabolic pathways	Slc27a5	1
Metabolic pathways	Slc33a1	1
Metabolic pathways	Smpd1	1
Metabolic pathways	Smpd2	1
Metabolic pathways	Smpd3	1
Metabolic pathways	Smpd4	1
Metabolic pathways	Sms	1
Metabolic pathways	Sms-ps	1
Metabolic pathways	Sord	1
Metabolic pathways	Spam1	1
Metabolic pathways	Sphk1	1
Metabolic pathways	Sphk2	1
Metabolic pathways	Spr	1
Metabolic pathways	Sptlc1	1
Metabolic pathways	Sptlc2	1
Metabolic pathways	Sptlc3	1
Metabolic pathways	Sqle	1
Metabolic pathways	Srm	1
Metabolic pathways	Srr	1
Metabolic pathways	St3gal1	1
Metabolic pathways	St3gal2	1
Metabolic pathways	St3gal3	1
Metabolic pathways	St3gal4	1
Metabolic pathways	St3gal5	1
Metabolic pathways	St3gal6	1
Metabolic pathways	St6gal1	1
Metabolic pathways	St6gal2	1
Metabolic pathways	St6galnac1	1
Metabolic pathways	St6galnac3	1
Metabolic pathways	St6galnac4	1
Metabolic pathways	St6galnac5	1
Metabolic pathways	St6galnac6	1
Metabolic pathways	St8sia1	1
Metabolic pathways	St8sia5	1
Metabolic pathways	Stt3a	1
Metabolic pathways	Stt3b	1
Metabolic pathways	Sucla2	1
Metabolic pathways	Suclg1	1
Metabolic pathways	Suclg2	1
Metabolic pathways	Suox	1
Metabolic pathways	Synj1	1
Metabolic pathways	Synj2	1
Metabolic pathways	Taldo1	1
Metabolic pathways	Tat	1
Metabolic pathways	Tbxas1	1
Metabolic pathways	Tcirg1	1
Metabolic pathways	Tdo2	1
Metabolic pathways	Th	1
Metabolic pathways	Tha1	1
Metabolic pathways	Thtpa	1
Metabolic pathways	Tk1	1
Metabolic pathways	Tk2	1
Metabolic pathways	Tkfc	1
Metabolic pathways	Tkt	1
Metabolic pathways	Tktl1	1
Metabolic pathways	Tktl2	1
Metabolic pathways	Tm7sf2	1
Metabolic pathways	Tph1	1
Metabolic pathways	Tph2	1
Metabolic pathways	Tpi1	1
Metabolic pathways	Tpk1	1
Metabolic pathways	Tpo	1
Metabolic pathways	Trak2	1
Metabolic pathways	Treh	1
Metabolic pathways	Trit1	1
Metabolic pathways	Tst	1
Metabolic pathways	Tsta3	1
Metabolic pathways	Tusc3	1
Metabolic pathways	Twistnb	1
Metabolic pathways	Tymp	1
Metabolic pathways	Tyms	1
Metabolic pathways	Tyr	1
Metabolic pathways	Tyrp1	1
Metabolic pathways	Uap1	1
Metabolic pathways	Uap1l1	1
Metabolic pathways	Uck1	1
Metabolic pathways	Uck2	1
Metabolic pathways	Uckl1	1
Metabolic pathways	Ugcg	1
Metabolic pathways	Ugdh	1
Metabolic pathways	Ugp2	1
Metabolic pathways	Ugt1a1	1
Metabolic pathways	Ugt1a10	1
Metabolic pathways	Ugt1a2	1
Metabolic pathways	Ugt1a5	1
Metabolic pathways	Ugt1a6a	1
Metabolic pathways	Ugt1a6b	1
Metabolic pathways	Ugt1a7c	1
Metabolic pathways	Ugt1a9	1
Metabolic pathways	Ugt2a1	1
Metabolic pathways	Ugt2a2	1
Metabolic pathways	Ugt2a3	1
Metabolic pathways	Ugt2b1	1
Metabolic pathways	Ugt2b34	1
Metabolic pathways	Ugt2b35	1
Metabolic pathways	Ugt2b36	1
Metabolic pathways	Ugt2b37	1
Metabolic pathways	Ugt2b38	1
Metabolic pathways	Ugt2b5	1
Metabolic pathways	Ugt8a	1
Metabolic pathways	Umps	1
Metabolic pathways	Uox	1
Metabolic pathways	Upb1	1
Metabolic pathways	Upp1	1
Metabolic pathways	Upp2	1
Metabolic pathways	Uprt	1
Metabolic pathways	Uqcr10	1
Metabolic pathways	Uqcr11	1
Metabolic pathways	Uqcrb	1
Metabolic pathways	Uqcrc1	1
Metabolic pathways	Uqcrc2	1
Metabolic pathways	Uqcrfs1	1
Metabolic pathways	Uqcrh	1
Metabolic pathways	Uqcrq	1
Metabolic pathways	Urad	1
Metabolic pathways	Urah	1
Metabolic pathways	Uroc1	1
Metabolic pathways	Urod	1
Metabolic pathways	Uros	1
Metabolic pathways	Uxs1	1
Metabolic pathways	Xdh	1
Metabolic pathways	Xylb	1
Metabolic pathways	Xylt1	1
Metabolic pathways	Xylt2	1
Metabolic pathways	Znrd1	1
Metabolism of xenobiotics by cytochrome P450	Adh1	1
Metabolism of xenobiotics by cytochrome P450	Adh4	1
Metabolism of xenobiotics by cytochrome P450	Adh5	1
Metabolism of xenobiotics by cytochrome P450	Adh7	1
Metabolism of xenobiotics by cytochrome P450	Akr7a5	1
Metabolism of xenobiotics by cytochrome P450	Aldh1a3	1
Metabolism of xenobiotics by cytochrome P450	Aldh3a1	1
Metabolism of xenobiotics by cytochrome P450	Aldh3b1	1
Metabolism of xenobiotics by cytochrome P450	Aldh3b2	1
Metabolism of xenobiotics by cytochrome P450	Aldh3b3	1
Metabolism of xenobiotics by cytochrome P450	Cbr1	1
Metabolism of xenobiotics by cytochrome P450	Cbr2	1
Metabolism of xenobiotics by cytochrome P450	Cbr3	1
Metabolism of xenobiotics by cytochrome P450	Cyp1a1	1
Metabolism of xenobiotics by cytochrome P450	Cyp1a2	1
Metabolism of xenobiotics by cytochrome P450	Cyp1b1	1
Metabolism of xenobiotics by cytochrome P450	Cyp2e1	1
Metabolism of xenobiotics by cytochrome P450	Cyp2f2	1
Metabolism of xenobiotics by cytochrome P450	Cyp2s1	1
Metabolism of xenobiotics by cytochrome P450	Dhdh	1
Metabolism of xenobiotics by cytochrome P450	Ephx1	1
Metabolism of xenobiotics by cytochrome P450	Gsta1	1
Metabolism of xenobiotics by cytochrome P450	Gsta2	1
Metabolism of xenobiotics by cytochrome P450	Gsta3	1
Metabolism of xenobiotics by cytochrome P450	Gsta4	1
Metabolism of xenobiotics by cytochrome P450	Gstk1	1
Metabolism of xenobiotics by cytochrome P450	Gstm1	1
Metabolism of xenobiotics by cytochrome P450	Gstm2	1
Metabolism of xenobiotics by cytochrome P450	Gstm3	1
Metabolism of xenobiotics by cytochrome P450	Gstm4	1
Metabolism of xenobiotics by cytochrome P450	Gstm5	1
Metabolism of xenobiotics by cytochrome P450	Gstm6	1
Metabolism of xenobiotics by cytochrome P450	Gstm7	1
Metabolism of xenobiotics by cytochrome P450	Gsto1	1
Metabolism of xenobiotics by cytochrome P450	Gsto2	1
Metabolism of xenobiotics by cytochrome P450	Gstp1	1
Metabolism of xenobiotics by cytochrome P450	Gstp2	1
Metabolism of xenobiotics by cytochrome P450	Gstt1	1
Metabolism of xenobiotics by cytochrome P450	Gstt2	1
Metabolism of xenobiotics by cytochrome P450	Gstt3	1
Metabolism of xenobiotics by cytochrome P450	Hpgds	1
Metabolism of xenobiotics by cytochrome P450	Hsd11b1	1
Metabolism of xenobiotics by cytochrome P450	Mgst1	1
Metabolism of xenobiotics by cytochrome P450	Mgst2	1
Metabolism of xenobiotics by cytochrome P450	Mgst3	1
Metabolism of xenobiotics by cytochrome P450	Sult2a1	1
Metabolism of xenobiotics by cytochrome P450	Sult2a3	1
Metabolism of xenobiotics by cytochrome P450	Ugt1a1	1
Metabolism of xenobiotics by cytochrome P450	Ugt1a10	1
Metabolism of xenobiotics by cytochrome P450	Ugt1a2	1
Metabolism of xenobiotics by cytochrome P450	Ugt1a5	1
Metabolism of xenobiotics by cytochrome P450	Ugt1a6a	1
Metabolism of xenobiotics by cytochrome P450	Ugt1a6b	1
Metabolism of xenobiotics by cytochrome P450	Ugt1a7c	1
Metabolism of xenobiotics by cytochrome P450	Ugt1a9	1
Metabolism of xenobiotics by cytochrome P450	Ugt2a1	1
Metabolism of xenobiotics by cytochrome P450	Ugt2a2	1
Metabolism of xenobiotics by cytochrome P450	Ugt2a3	1
Metabolism of xenobiotics by cytochrome P450	Ugt2b1	1
Metabolism of xenobiotics by cytochrome P450	Ugt2b34	1
Metabolism of xenobiotics by cytochrome P450	Ugt2b35	1
Metabolism of xenobiotics by cytochrome P450	Ugt2b36	1
Metabolism of xenobiotics by cytochrome P450	Ugt2b37	1
Metabolism of xenobiotics by cytochrome P450	Ugt2b38	1
Metabolism of xenobiotics by cytochrome P450	Ugt2b5	1
Methionine degradation	Ahcy	1
Methionine degradation	Ahcyl1	1
Methionine degradation	Ahcyl2	1
Methionine degradation	Cbs	1
Methionine degradation	Dnmt1	1
Methionine degradation	Dnmt3a	1
Methionine degradation	Dnmt3b	1
Methionine degradation	Gm4737	1
Methionine degradation	Mat1a	1
Methionine degradation	Mat2a	1
Methionine degradation	Mat2b	1
Methionine salvage pathway	Adi1	1
Methionine salvage pathway	Amd1	1
Methionine salvage pathway	Apip	1
Methionine salvage pathway	Enoph1	1
Methionine salvage pathway	Mat1a	1
Methionine salvage pathway	Mat2a	1
Methionine salvage pathway	Mat2b	1
Methionine salvage pathway	Mri1	1
Methionine salvage pathway	Mtap	1
Methionine salvage pathway	Srm	1
Methionine salvage pathway	Tat	1
Mineral absorption	1300017J02Rik	1
Mineral absorption	Atox1	1
Mineral absorption	Atp1a1	1
Mineral absorption	Atp1a2	1
Mineral absorption	Atp1a3	1
Mineral absorption	Atp1a4	1
