TF	Target	Corr
Hsf1	Ankrd40	1
Hsf1	Dnajb12	1
Hsf1	Ier5l	1
Hsf1	Vps72	1
Hsf1	Apba3	1
Hsf1	Rbm42	1
Hsf1	Nr1h2	1
Hsf1	Cct8	1
Hsf1	Med24	1
Hsf1	Nfkb2	1
Hsf1	Gdi1	1
Hsf1	Elk3	1
Hsf1	Ncln	1
Hsf1	Fam126a	1
Hsf1	Lingo3	1
Hsf1	Cct3	1
Hsf1	Proca1	1
Hsf1	Des	1
Hsf1	Hspa1b	1
Hsf1	Rbm38	1
Hsf1	Dnaja1	1
Hsf1	Mthfs	1
Hsf1	Arhgap10	1
Hsf1	St13	1
Hsf1	Hspa1l	1
Hsf1	Hspa1a	1
Maz	Mlf2	1
Maz	Nacc1	1
Maz	Klc2	1
Maz	Hadha	1
Maz	Tmem63b	1
Maz	Snrnp27	1
Maz	Capn1	1
Maz	Zfp865	1
Maz	Lin37	1
Maz	Ogg1	1
Maz	Ccdc97	1
Maz	Bsg	1
Maz	Man1b1	1
Maz	Baz1b	1
Maz	Mov10	1
Maz	Gemin7	1
Maz	Zfp395	1
Maz	Rfng	1
Maz	Srsf2	1
Maz	Nabp2	1
Maz	Arid1a	1
Maz	Zc3h3	1
Maz	Ncstn	1
Maz	Pmf1	1
Maz	Hcfc1	1
Maz	Hsf1	1
Maz	Leng8	1
Maz	Raver1	1
Maz	Eif4g1	1
Maz	Acin1	1
Maz	Tbc1d22b	1
Maz	Samd1	1
Maz	Ubqln4	1
Maz	Ifrd2	1
Maz	Vps72	1
Maz	Tmem106c	1
Maz	Wiz	1
Maz	Ssbp4	1
Maz	Bcat2	1
Maz	Srebf2	1
Maz	Gtpbp1	1
Maz	Sgta	1
Maz	Acsf2	1
Maz	Epn1	1
Maz	Mllt1	1
Maz	Kat2a	1
Maz	Alg12	1
Maz	Rara	1
Maz	Banf1	1
Maz	Trim8	1
Maz	Tex261	1
Maz	Cdc34	1
Maz	Psme3	1
Maz	Akt1	1
Maz	Zbtb39	1
Maz	Eif4a1	1
Maz	Dot1l	1
Maz	Foxp4	1
Maz	Akt1s1	1
Maz	Dctn2	1
Maz	Ptbp1	1
Maz	Cox8a	1
Maz	Mark2	1
Maz	Atxn2l	1
Maz	Ptms	1
Maz	Sbf1	1
Maz	E430018J23Rik	1
Maz	Fkbp8	1
Maz	Clip2	1
Maz	Psmb7	1
Maz	Cnot3	1
Maz	Hnrnpl	1
Maz	Gorasp2	1
Maz	Zfp580	1
Maz	Vegfa	1
Maz	Ogfr	1
Maz	Zfp646	1
Maz	Ptpn23	1
Maz	Gtf2i	1
Maz	Eif4ebp2	1
Maz	Hgs	1
Maz	Atxn7l2	1
Maz	Cfl1	1
Maz	Tpcn1	1
Maz	Dnajb12	1
Maz	Sec31a	1
Maz	Rrp1	1
Maz	Wdtc1	1
Maz	Mmp9	1
Maz	Axin1	1
Maz	Ccnt1	1
Maz	Usp5	1
Maz	Nf2	1
Maz	Ncor2	1
Maz	Polr2a	1
Maz	Scaf1	1
Gfi1b	Mpo	1
Gfi1b	Alkbh1	1
Gfi1b	Fcho1	1
Gfi1b	Cmtm7	1
Gfi1b	Trmt61a	1
Gfi1b	Map4k1	1
Gfi1b	Pwp2	1
Gfi1b	Gpn1	1
Gfi1b	Tspan32	1
Gfi1b	Cpsf4	1
Gfi1b	Mpl	1
Gfi1b	Cdca7l	1
Gfi1b	Gata1	1
Gfi1b	Prtn3	1
Gfi1b	Tmprss3	1
Gfi1b	Treml2	1
Gfi1b	Gfi1	1
Gfi1b	Pus7l	1
Gfi1b	Rcor2	1
Gfi1b	Rnf220	1
Gfi1b	Gp1ba	1
Gfi1b	Dusp2	1
Gfi1b	Hmg20b	1
Gfi1b	Itga2b	1
Gfi1b	Kdm1a	1
Gfi1b	Rbm43	1
Gfi1b	Rfc2	1
Gfi1b	Ankle1	1
Gfi1b	Fut7	1
Gfi1b	Gmeb1	1
Gfi1b	Noc2l	1
Gfi1b	Edc3	1
Gfi1b	Ecd	1
Gfi1b	Otos	1
Gfi1b	Impdh2	1
Gfi1b	Gfi1b	1
Gfi1b	Rad50	1
Gfi1b	F2rl3	1
Trp53	Eef1a1	1
Trp53	Plxnb2	1
Trp53	Nprl2	1
Trp53	Nop56	1
Trp53	Aqp3	1
Trp53	Fkbp4	1
Trp53	Inha	1
Trp53	Pten	1
Trp53	Nle1	1
Trp53	Zbtb9	1
Trp53	Upp1	1
Trp53	Nkx2-5	1
Trp53	Exosc3	1
Trp53	D10Wsu102e	1
Trp53	Gemin4	1
Trp53	Tef	1
Trp53	Fkbp3	1
Trp53	Dhx38	1
Trp53	Nlrx1	1
Trp53	Apbb1	1
Trp53	Arfgap2	1
Trp53	Gadd45a	1
Trp53	Kcnh4	1
Trp53	Sulf2	1
Trp53	Hspa9	1
Trp53	Tle4	1
Trp53	Slc22a14	1
Trp53	Glipr1	1
Trp53	Polr1b	1
Trp53	Kcnb1	1
Trp53	Spp1	1
Trp53	Nol11	1
Trp53	Lrp2	1
Trp53	Arid1a	1
Trp53	Mapk9	1
Trp53	Rhoa	1
Trp53	Hic1	1
Trp53	Ccdc86	1
Trp53	Nolc1	1
Trp53	Cul9	1
Trp53	Fus	1
Trp53	Ets2	1
Trp53	Casp8	1
Trp53	Bbc3	1
Trp53	Pwp1	1
Trp53	Skil	1
Trp53	B3galt2	1
Trp53	Tsc2	1
Trp53	Tex22	1
Trp53	Rrm1	1
Trp53	Ddx18	1
Trp53	Dmpk	1
Trp53	Lrsam1	1
Trp53	Samd10	1
Trp53	Ppp1r37	1
Trp53	Ing4	1
Trp53	Aqr	1
Trp53	Yy1	1
Trp53	Mst1	1
Trp53	Cwc25	1
Trp53	Irs3	1
Trp53	Twist1	1
Trp53	Zc3hav1l	1
Trp53	Gpcpd1	1
Trp53	Cstf1	1
Trp53	Zcchc14	1
Trp53	Jak2	1
Trp53	Gpn2	1
Trp53	Eri3	1
Trp53	Dvl2	1
Trp53	Thbs1	1
Trp53	Cdkn2a	1
Trp53	Zfp385a	1
Trp53	Brca1	1
Trp53	Smurf1	1
Trp53	Tubb5	1
Trp53	Mrrf	1
Trp53	Golga4	1
Trp53	Irf6	1
Trp53	Nkx3-1	1
Trp53	Sbf2	1
Trp53	Gen1	1
Trp53	Rbbp4	1
Trp53	Cxxc5	1
Trp53	Daxx	1
Trp53	Mapkapk5	1
Trp53	Plk3	1
Trp53	Tom1	1
Trp53	Ddx46	1
Trp53	Rsl1d1	1
Trp53	Ssrp1	1
Trp53	Zfp64	1
Trp53	Dph2	1
Trp53	Nup160	1
Trp53	Nup188	1
Trp53	Cactin	1
Trp53	Trp53	1
Trp53	Necab2	1
Trp53	Yif1a	1
Trp53	Plxnd1	1
Trp53	Krt19	1
Trp53	Plcd4	1
Trp53	Ciita	1
Trp53	Cdc42	1
Trp53	Atr	1
Trp53	Hsf4	1
Trp53	Gtpbp3	1
Trp53	Incenp	1
Trp53	Artn	1
Trp53	Gadd45b	1
Trp53	Aatf	1
Trp53	Slc4a2	1
Trp53	Socs2	1
Trp53	E2f1	1
Trp53	Hipk1	1
Trp53	Zfpm1	1
Trp53	Ehbp1l1	1
Trp53	Thra	1
Trp53	Nfib	1
Trp53	Kif1c	1
Trp53	Plag1	1
Trp53	Klhl21	1
Trp53	Ptbp1	1
Trp53	Pik3ca	1
Trp53	Acta1	1
Trp53	Ski	1
Trp53	Galnt4	1
Trp53	Ubc	1
Trp53	Rsbn1	1
Trp53	Anapc2	1
Trp53	Plau	1
Trp53	Ppargc1a	1
Trp53	Eci1	1
Trp53	Mdm4	1
Trp53	Tnrc6a	1
Trp53	Rnf31	1
Trp53	Zfp580	1
Trp53	Prkdc	1
Trp53	Ing5	1
Trp53	Bdkrb2	1
Trp53	Khk	1
Trp53	Magi1	1
Trp53	Pkn1	1
Trp53	Gprc5c	1
Trp53	Abcb1b	1
Trp53	Thoc6	1
Trp53	Prmt3	1
Trp53	Ramp2	1
Trp53	Zcchc2	1
Trp53	Dyrk2	1
Trp53	Actl6b	1
Trp53	Apaf1	1
Trp53	Dkc1	1
Trp53	Fbxl15	1
Trp53	Mgmt	1
Trp53	Nol9	1
Trp53	Pskh1	1
Trp53	Mcph1	1
Trp53	Stk11	1
Trp53	Zbtb7c	1
Trp53	Ntn1	1
Trp53	Paqr4	1
Trp53	Ndufa13	1
Trp53	Slc2a9	1
Trp53	Plekha7	1
Trp53	Dnajc30	1
Trp53	Rpap1	1
Trp53	Neurod2	1
Trp53	Rnf220	1
Trp53	Axin1	1
Trp53	Mapk11	1
Trp53	Huwe1	1
Trp53	Polr3b	1
Trp53	Pias1	1
Trp53	Ppif	1
Trp53	Mllt6	1
Trp53	Chchd7	1
Trp53	Gsn	1
Trp53	Edc4	1
Trp53	Bnc1	1
Trp53	Usf1	1
Trp53	Icam1	1
Trp53	Esrra	1
Trp53	Ndufs2	1
Trp53	Cdk2	1
Trp53	Sp3	1
Trp53	Pou4f3	1
Trp53	Taf1d	1
Trp53	Ap1b1	1
Trp53	Pin1	1
Trp53	Trp53bp1	1
Trp53	Hoxd12	1
Trp53	Arhgef4	1
Trp53	Ttc7b	1
Trp53	Nr2c2ap	1
Trp53	Cat	1
Trp53	Smarca4	1
Trp53	Brix1	1
Trp53	Sp1	1
Trp53	Lrrc8c	1
Trp53	Tgif1	1
Trp53	Sgpp1	1
Trp53	Vipr1	1
Trp53	Ccdc150	1
Trp53	Fas	1
Trp53	Mybbp1a	1
Trp53	Rab3il1	1
Trp53	Npm1	1
Trp53	Xpo4	1
Trp53	Ccng2	1
Trp53	Ppfibp2	1
Trp53	Ctrc	1
Trp53	Cacnb1	1
Trp53	Per1	1
Trp53	Ctnnbip1	1
Trp53	Rps19	1
Trp53	Rcc2	1
Trp53	Myc	1
Trp53	Tk2	1
Trp53	Grid1	1
Trp53	Ccng1	1
Trp53	Bmx	1
Trp53	Sod2	1
Trp53	Rps15	1
Trp53	Tbl3	1
Trp53	Rprm	1
Trp53	Prpf6	1
Trp53	Hoxa5	1
Trp53	Camk1	1
Trp53	Senp8	1
Trp53	Tyr	1
Trp53	Gabpb1	1
Trp53	Eps8	1
Trp53	Abl1	1
Trp53	Bard1	1
Trp53	Mri1	1
Trp53	Dmxl2	1
Trp53	Elavl1	1
Trp53	Wwox	1
Trp53	Pou4f1	1
Trp53	Nubp1	1
Trp53	Ing1	1
Trp53	Igf2	1
Trp53	Cdk19	1
Trp53	Ppp4c	1
Trp53	Polr3c	1
Trp53	Pdcd11	1
Trp53	Scaf8	1
Trp53	Slc39a14	1
Trp53	Siah1a	1
Trp53	Scn3b	1
Trp53	Ezh2	1
Trp53	Trafd1	1
Trp53	Rpa1	1
Trp53	Prdm16	1
Trp53	Kat5	1
Trp53	Taf3	1
Trp53	Pabpn1	1
Trp53	Zfp654	1
Trp53	Sesn3	1
Trp53	Whrn	1
Trp53	Efnb2	1
Trp53	Mapk14	1
Trp53	Rab11fip3	1
Trp53	Prmt5	1
Trp53	Recql5	1
Trp53	Kcnn3	1
Trp53	Pias2	1
Trp53	Aamp	1
Trp53	Chaf1a	1
Trp53	Usp19	1
Trp53	Sart1	1
Trp53	Nsun5	1
Trp53	Dact3	1
Trp53	Bcl2l1	1
Trp53	Ep300	1
Trp53	Ftsj3	1
Trp53	Fam118b	1
Trp53	Cdc25c	1
Trp53	Isg20l2	1
Trp53	Wwc2	1
Trp53	Krt14	1
Trp53	S100pbp	1
Trp53	Ssna1	1
Trp53	Sirt1	1
Trp53	Stub1	1
Trp53	Taf1	1
Trp53	Wdr74	1
Trp53	Crlf3	1
Trp53	Egr2	1
Trp53	Vegfa	1
Trp53	Rps18	1
Trp53	Alyref	1
Trp53	Wdr4	1
Trp53	Traf4	1
Trp53	Polr3gl	1
Trp53	Ddx27	1
Trp53	Eef1a2	1
Trp53	Phf12	1
Trp53	Noxo1	1
Trp53	Mbd6	1
Trp53	Gdf15	1
Trp53	Ino80e	1
Trp53	Xrn2	1
Trp53	Cd2bp2	1
Trp53	Siah2	1
Trp53	Adat1	1
Trp53	Epha2	1
Trp53	Scrib	1
Trp53	Myo10	1
Trp53	Fbxl6	1
Trp53	Hoxa7	1
Trp53	Bcl7c	1
Trp53	Nfkb2	1
Trp53	Nfya	1
Trp53	Hif1a	1
Trp53	Etnk2	1
Trp53	Egr1	1
Trp53	Mamstr	1
Trp53	Luc7l	1
Trp53	Bmpr2	1
Trp53	Nhs	1
Trp53	Smyd2	1
Trp53	Pias3	1
Trp53	Trpm3	1
Trp53	Hes1	1
Trp53	Hectd1	1
Trp53	Slc25a33	1
Trp53	Csn3	1
Trp53	Eif2ak2	1
Trp53	Mapk8	1
Trp53	Ercc2	1
Trp53	Cdt1	1
Trp53	Ube2n	1
Trp53	Vps28	1
Trp53	Nfkb1	1
Trp53	Pola1	1
Trp53	Chchd4	1
Trp53	Rpl18	1
Trp53	Eif3d	1
Trp53	Tgfbr2	1
Trp53	Epc2	1
Trp53	Rassf3	1
Trp53	Grsf1	1
Trp53	Rhob	1
Trp53	Pkd1	1
Trp53	Cyb561d2	1
Trp53	Epm2aip1	1
Trp53	Man2a1	1
Trp53	Sesn1	1
Trp53	Glrx5	1
Trp53	Serpinb5	1
Trp53	Trp53inp1	1
Trp53	Bcl6	1
Trp53	Plec	1
Trp53	Stim1	1
Trp53	Pcid2	1
Trp53	Baz1b	1
Trp53	Park7	1
Trp53	Pitpnc1	1
Trp53	Met	1
Trp53	Cyp1b1	1
Trp53	Sec24c	1
Trp53	Wnt7b	1
Trp53	Ppp1r14b	1
Trp53	H3f3a	1
Trp53	Msx1	1
Trp53	Mfap3	1
Trp53	Asphd2	1
Trp53	Phlda3	1
Trp53	Mcc	1
Trp53	Plekhg5	1
Trp53	Cables1	1
Trp53	Mcm3	1
Trp53	Timp3	1
Trp53	Msh2	1
Trp53	Hipk2	1
Trp53	Taf5	1
Trp53	Tmem238	1
Trp53	Ddb2	1
Trp53	Sumo1	1
Trp53	Josd2	1
Trp53	Mad1l1	1
Trp53	Banp	1
Trp53	Cdkn1b	1
Trp53	Sesn2	1
Trp53	Anapc11	1
Trp53	Ahnak	1
Trp53	Atic	1
Trp53	C1qc	1
Trp53	Rrp1b	1
Trp53	Foxp3	1
Trp53	Chsy1	1
Trp53	Lin54	1
Trp53	Snap91	1
Trp53	Tyro3	1
Trp53	Gadd45g	1
Trp53	Stk40	1
Trp53	Perp	1
Trp53	Thada	1
Trp53	Schip1	1
Trp53	Map3k14	1
Trp53	Pias4	1
Trp53	Pip4k2b	1
Trp53	Usp27x	1
Trp53	Casp3	1
Trp53	Chaf1b	1
Trp53	Tsen54	1
Trp53	Pdzrn3	1
Trp53	Acat2	1
Trp53	Ei24	1
Trp53	Sfn	1
Trp53	Grcc10	1
Trp53	Nop16	1
Trp53	Fbl	1
Trp53	Notch1	1
Trp53	Trim24	1
Trp53	Steap3	1
Trp53	Klf5	1
Trp53	Tnfrsf10b	1
Trp53	Rgs16	1
Trp53	Cic	1
Trp53	Btbd19	1
Trp53	Pcbp2	1
Trp53	Atf3	1
Trp53	Stmn1	1
Trp53	Akt1s1	1
Trp53	S100a4	1
Trp53	Wwp1	1
Trp53	Etv4	1
Trp53	Cables2	1
Trp53	Fdxr	1
Trp53	Zfp277	1
Trp53	Stoml2	1
Trp53	Ubtf	1
Trp53	Trp63	1
Trp53	Mdm2	1
Trp53	Slc25a39	1
Trp53	Csta	1
Trp53	Daglb	1
Trp53	Ehmt2	1
Trp53	Grk6	1
Trp53	Heatr1	1
Trp53	Prdx5	1
Trp53	Max	1
Trp53	Kcnc3	1
Trp53	Eri1	1
Trp53	Hnrnpf	1
Trp53	Egfr	1
Trp53	Kdm4a	1
Trp53	Mmp2	1
Trp53	L1cam	1
Trp53	Ncl	1
Trp53	Siah1b	1
Trp53	Dpf2	1
Trp53	Bax	1
Trp53	Atp2a3	1
Trp53	Crebbp	1
Trp53	Extl2	1
Trp53	Nras	1
Trp53	Dedd	1
Trp53	Id4	1
Trp53	Aida	1
Trp53	Podxl	1
Trp53	Rb1	1
Trp53	Hipk3	1
Trp53	Ccnb1	1
Trp53	Rev1	1
Trp53	Seh1l	1
Trp53	Wdr46	1
Trp53	Ap1g2	1
Trp53	Apc	1
Trp53	Smarcd1	1
Trp53	Tyrp1	1
Trp53	Rnf128	1
Trp53	Pex14	1
Trp53	Lsg1	1
Trp53	Fgfr3	1
Trp53	Sbno1	1
Trp53	Bcl2	1
Trp53	Rest	1
Trp53	Shisa5	1
Trp53	Ikbkb	1
Trp53	Ret	1
Trp53	Eif4b	1
Trp53	Stk19	1
Trp53	Ovca2	1
Trp53	Gpr39	1
Trp53	Tln1	1
Trp53	Hcfc1r1	1
Trp53	Kif6	1
Trp53	Sema3f	1
Trp53	Ppia	1
Trp53	Prpf40b	1
Trp53	3110040N11Rik	1
Trp53	Scn2b	1
Trp53	Sgsm2	1
Trp53	Snapc4	1
Trp53	Sin3a	1
Trp53	Gtse1	1
Trp53	Ikbip	1
Trp53	Fam83h	1
Trp53	Ercc6l	1
Trp53	Helb	1
Trp53	Pcna	1
Trp53	Tert	1
Trp53	Cuta	1
Trp53	Slmap	1
Trp53	Sart3	1
Trp53	Scrn2	1
Trp53	Ptk2b	1
Trp53	Tcof1	1
Trp53	Taf9	1
Trp53	Nos2	1
Trp53	Gja5	1
Trp53	Chek2	1
Trp53	Nfasc	1
Trp53	Jun	1
Trp53	Sf3a3	1
Trp53	Trp73	1
Trp53	Ttf2	1
Trp53	Brca2	1
Trp53	Foxred1	1
Trp53	Klc3	1
Trp53	Hdac1	1
Trp53	Hnrnph1	1
Trp53	Pola2	1
Trp53	Btg2	1
Trp53	Fanci	1
Trp53	Dbf4	1
Trp53	Rplp2	1
Trp53	Gmfg	1
Trp53	Ccnd1	1
Trp53	Eda2r	1
Trp53	Prg3	1
Trp53	Lrrc59	1
Trp53	Stat1	1
Trp53	Rrm2	1
Trp53	Slc43a1	1
Trp53	Tcf3	1
Trp53	Cebpb	1
Trp53	Mcm4	1
Trp53	Pml	1
Trp53	Pfn1	1
Trp53	Utp23	1
Trp53	Ubap2l	1
Trp53	Rnf167	1
Trp53	Med16	1
Trp53	Etv5	1
Trp53	S100a6	1
Trp53	Ddx56	1
Trp53	Dclre1b	1
Trp53	Ythdf2	1
Trp53	Smn1	1
Trp53	Birc5	1
Trp53	Dusp1	1
Trp53	Ddb1	1
Trp53	Mki67	1
Trp53	Pbxip1	1
Trp53	Mybpc2	1
Trp53	Stoml1	1
Trp53	Git1	1
Trp53	Mapkbp1	1
Trp53	Plekhg1	1
Trp53	Tep1	1
Trp53	Cyb5d1	1
Trp53	Sh3kbp1	1
Trp53	Pmaip1	1
Trp53	Rab24	1
Trp53	Mybl2	1
Trp53	Ska2	1
Trp53	Erbb2	1
Trp53	Kri1	1
Trp53	Kat2b	1
Trp53	Ddit4	1
Trp53	Pdk4	1
Trp53	Rae1	1
Trp53	Bud31	1
Trp53	Id2	1
Trp53	Wrn	1
Trp53	Nudt18	1
Trp53	Noc3l	1
Trp53	Rc3h1	1
Trp53	Kpnb1	1
Trp53	Slc6a6	1
Trp53	Atm	1
Trp53	Mmp13	1
Trp53	Nfkbia	1
Trp53	Rchy1	1
Trp53	Ppm1d	1
Trp53	Izumo2	1
Trp53	Dcp1a	1
Trp53	Abcb1a	1
Trp53	Nhp2	1
Trp53	Bfsp2	1
Trp53	Tbp	1
Trp53	Utp15	1
Trp53	Cdkn1a	1
Trp53	Zscan2	1
Trp53	Akt1	1
Trp53	Ddx21	1
Trp53	Msl3	1
Trp53	Pdgfb	1
Trp53	Csnk2a2	1
Trp53	Cbx8	1
Trp53	Api5	1
Trp53	Ewsr1	1
Trp53	Mettl13	1
Trp53	Pop1	1
Trp53	Zmat3	1
Trp53	Hnrnpab	1
Trp53	Plcl2	1
Trp53	Ppp1cc	1
Trp53	Nufip2	1
Trp53	Ptpn22	1
Trp53	Sytl1	1
Trp53	Cd82	1
Trp53	Fam13c	1
Trp53	Fos	1
Trp53	Chek1	1
Trp53	Zfp292	1
Trp53	Pax6	1
Trp53	Mknk2	1
Trp53	Arl8a	1
Trp53	Nob1	1
Trp53	Hcn4	1
Trp53	Mif	1
Trp53	Prpf8	1
Trp53	Tfap4	1
Trp53	Trmt2a	1
Trp53	Ino80	1
Trp53	Smyd5	1
Trp53	Prodh	1
Trp53	Polr1a	1
Trp53	1700102P08Rik	1
Trp53	Hspa1b	1
Trp53	Ubr4	1
Trp53	Fam89b	1
Trp53	Cited4	1
Trp53	Gsk3b	1
Trp53	Arhgap10	1
Trp53	Ptgs2	1
Trp53	Pcbp1	1
Trp53	Serpine1	1
Trp53	Dnmt1	1
Trp53	Polr3f	1
Trp53	Ppp1r3f	1
Trp53	Ppan	1
Trp53	Spag7	1
Trp53	Car12	1
Trp53	Dnajb5	1
Trp53	Plb1	1
Trp53	Topors	1
Trp53	Aurka	1
Trp53	Cd44	1
Trp53	Emg1	1
Trp53	Hira	1
Trp53	Mrps18b	1
Trp53	Cad	1
Trp53	Ypel2	1
Trp53	Tmem95	1
Trp53	Tbpl1	1
Trp53	Rpa2	1
Trp53	Pccb	1
Trp53	Lbx1	1
Trp53	Kit	1
Trp53	Preb	1
Trp53	Ppp1ca	1
Trp53	Lamtor2	1
Trp53	Psrc1	1
Trp53	Wnt3	1
Trp53	Lrrfip1	1
Trp53	Smo	1
Trp53	Rela	1
Trp53	Tcerg1	1
Trp53	Alms1	1
Trp53	Zbtb3	1
Trp53	P2rx7	1
Trp53	Brd7	1
Trp53	Rrm2b	1
Trp53	Nuak1	1
Trp53	Hsp90ab1	1
Trp53	Dmap1	1
Trp53	Ccna2	1
Trp53	Ndufs3	1
Trp53	Yipf2	1
Trp53	Slc19a2	1
Trp53	Kif23	1
Trp53	Mapk3	1
Trp53	Maf	1
Trp53	Polk	1
Trp53	2310050C09Rik	1
Trp53	Ergic1	1
Trp53	Arl6ip4	1
Trp53	Mpp7	1
Trp53	Psen1	1
Trp53	Fbxw2	1
Trp53	Exosc1	1
Trp53	Spryd4	1
Trp53	Kansl1	1
Trp53	Chchd5	1
Trp53	Bak1	1
Trp53	Pnkd	1
Trp53	Shc1	1
Trp53	Angpt2	1
Zfp593	Nip7	1
Usf2	Pigz	1
Usf2	Fasn	1
Usf2	Hoxb8	1
Usf2	Mitf	1
Usf2	Gpr146	1
Usf2	Adck1	1
Usf2	Arrdc1	1
Usf2	Cfh	1
Usf2	Dffb	1
Usf2	Tff3	1
Usf2	Elk4	1
Usf2	Prkaca	1
Usf2	Fshr	1
Usf2	Atp2a2	1
Usf2	Nos2	1
Usf2	Tmub1	1
Usf2	Iqsec2	1
Usf2	Mxi1	1
Usf2	Myoc	1
Usf2	Slc25a29	1
Usf2	Pdx1	1
Usf2	Ceacam2	1
Usf2	Trpm2	1
Usf2	Camta2	1
Usf2	Tfeb	1
Usf2	Thrsp	1
Usf2	Gm11175	1
Usf2	Gsk3a	1
Usf2	Slc35e1	1
Usf2	Arfgap2	1
Usf2	Sh2d3c	1
Usf2	Rps14	1
Usf2	Slc25a22	1
Usf2	Inpp5j	1
Usf2	Gabbr1	1
Usf2	Oprd1	1
Usf2	Speg	1
Usf2	Chrna7	1
Usf2	Tnfrsf8	1
Usf2	Mt1	1
Usf2	Slc2a5	1
Usf2	Pax5	1
Usf2	Pola2	1
Usf2	Col1a1	1
Usf2	Cited1	1
Usf2	Ren1	1
Usf2	Cox5b	1
Usf2	Spp1	1
Usf2	Fbxw4	1
Usf2	Pip5k1c	1
Usf2	Ypel3	1
Usf2	Relt	1
Usf2	Smpd1	1
Usf2	Bmp4	1
Usf2	Ptgs2	1
Usf2	Zhx2	1
Usf2	Acp5	1
Usf2	Mef2d	1
Usf2	Hgf	1
Usf2	Top3a	1
Usf2	Prrt4	1
Usf2	Bdnf	1
Pou3f2	Sgip1	1
Pou3f2	Fsd1	1
Pou3f2	Ubqln2	1
Pou3f2	Lhx2	1
Pou3f2	Kif5c	1
Pou3f2	Tmem198	1
Pou3f2	Ntm	1
Pou3f2	Lsamp	1
Pou3f2	Myt1	1
Pou3f2	Hes5	1
Pou3f2	Syt11	1
Pou3f2	Nfasc	1
Pou3f2	Nmnat2	1
Pou3f2	Sox1	1
Pou3f2	Unc13a	1
Pou3f2	Cadm3	1
Pou3f2	Apc2	1
Pou3f2	Cited1	1
Pou3f2	Asphd2	1
Pou3f2	Chrnb2	1
Pou3f2	Svop	1
Pou3f2	Pax3	1
Pou3f2	Ncan	1
Pou3f2	Slc4a8	1
Pou3f2	Sall3	1
Pou3f2	Vta1	1
Pou3f2	Astn1	1
Pou3f2	Clvs1	1
Pou3f2	Dscam	1
Pou3f2	Armc6	1
Pou3f2	Tub	1
Pou3f2	Mgat5b	1
Pou3f2	Gpr88	1
Pou3f2	Ctnna2	1
Pou3f2	Gm1673	1
Pou3f2	Shd	1
Pou3f2	E130114P18Rik	1
Pou3f2	Islr2	1
Pou3f2	Rundc3a	1
Pou3f2	Nacad	1
Pou3f2	Gpc5	1
Pou3f2	Pde10a	1
Pou3f2	Pip4k2b	1
Pou3f2	Elavl4	1
Pou3f2	Anks1b	1
Pou3f2	Rnf165	1
Pou3f2	Pcdh8	1
Pou3f2	Nova2	1
Pou3f2	Lingo2	1
Pou3f2	Celf5	1
Pou3f2	Csrnp3	1
Pou3f2	Dcc	1
Pou3f2	Tnc	1
Pou3f2	Ppfia2	1
Pou3f2	Nr2e1	1
Pou3f2	Gng3	1
Pou3f2	Slitrk5	1
Pou3f2	Sarm1	1
Pou3f2	Tagln3	1
Pou3f2	Gpr85	1
Pou3f2	Rnft2	1
Pou3f2	Srrm4	1
Pou3f2	Tcerg1l	1
Pou3f2	Dlgap1	1
Pou3f2	Rufy3	1
Pou3f2	Scrt2	1
Pou3f2	Cacna1b	1
Pou3f2	Rfx4	1
Pou3f2	Nrxn1	1
Pou3f2	Fstl5	1
Pou3f2	Gabra2	1
Pou3f2	Ptprz1	1
Pou3f2	Serpine2	1
Pou3f2	Gabrg1	1
Pou3f2	Pcdh9	1
Pou3f2	Fam181b	1
Pou3f2	Lrrc4c	1
Pou3f2	Cdh10	1
Pou3f2	Rem2	1
Pou3f2	Fezf2	1
Pou3f2	Ptpn5	1
Pou3f2	Wdr17	1
Pou3f2	Apba2	1
Pou3f2	Arpp21	1
Pou3f2	Nrxn3	1
Pou3f2	Pdxp	1
Pou3f2	Nsg2	1
Pou3f2	Ntrk2	1
Pou3f2	Rbfox3	1
Pou3f2	Fez1	1
Pou3f2	Phactr3	1
Pou3f2	Fjx1	1
Pou3f2	Lrrtm3	1
Pou3f2	Epha5	1
Pou3f2	Dpf1	1
Pou3f2	Grik2	1
Pou3f2	Alg2	1
Pou3f2	Gng7	1
Pou3f2	Map3k10	1
Pou3f2	Grin2b	1
Pou3f2	Ncam1	1
Pou3f2	Lingo1	1
Pou3f2	Parp6	1
Pou3f2	Slc1a2	1
Pou3f2	Tmem44	1
Pou3f2	Cend1	1
Pou3f2	Lmo3	1
Pou3f2	Pcdh10	1
Pou3f2	Actl6b	1
Pou3f2	Nrxn2	1
Pou3f2	Fabp7	1
Pou3f2	Grm3	1
Pou3f2	Neurog1	1
Pou3f2	Gdap1l1	1
Pou3f2	Phf21b	1
Pou3f2	Csmd3	1
Pou3f2	Dner	1
Pou3f2	Dmrta2	1
Pou3f2	St8sia3	1
Pou3f2	Clasp2	1
Pou3f2	Uba1	1
Pou3f2	Cdk5r2	1
Pou3f2	Dclk1	1
Pou3f2	Sobp	1
Pou3f2	Lrp8	1
Pou3f2	Jakmip2	1
Pou3f2	Dpysl4	1
Pou3f2	Nol4	1
Pou3f2	Btbd17	1
Pou3f2	Slc35f1	1
Pou3f2	Slitrk1	1
Pou3f2	Cspg5	1
